path,type,reason,replacement_or_canonical_file,safe_to_delete,notes
logs/summary_test/exp107_foa_lr5e4_fw0.3_hw0.1_test.log,log,pre-radial era artifact for exp107,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0824, AbsRel=0.4574, δ1=0.4945"
logs/summary_train/exp61_vit_lr1e4_bs16.log,log,pre-radial era artifact for exp61,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0824, AbsRel=0.4496, δ1=0.4989"
logs/summary_test/exp61_vit_lr1e4_bs16_test.log,log,pre-radial era artifact for exp61,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0824, AbsRel=0.4496, δ1=0.4989"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp174_n3eattn_lr1e3_lsh0.3,result,pre-radial era artifact for exp174,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0835, AbsRel=0.4767, δ1=0.4836"
logs/summary_train/exp174_n3eattn_lr1e3_lsh0.3.log,log,pre-radial era artifact for exp174,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0835, AbsRel=0.4767, δ1=0.4836"
logs/summary_test/exp174_n3eattn_lr1e3_lsh0.3_test.log,log,pre-radial era artifact for exp174,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0835, AbsRel=0.4767, δ1=0.4836"
logs/summary_train/exp71_batvision_lr1e3_bs32.log,log,pre-radial era artifact for exp71,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0835, AbsRel=0.4430, δ1=0.4897"
logs/summary_test/exp71_batvision_lr1e3_bs32_test.log,log,pre-radial era artifact for exp71,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0835, AbsRel=0.4430, δ1=0.4897"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp226_n3mssh_dw2_lr1e3_lsh0.3,checkpoint,pre-radial era artifact for exp226,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0845, AbsRel=0.4396, δ1=0.4947"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp226_n3mssh_dw2_lr1e3_lsh0.3,result,pre-radial era artifact for exp226,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0845, AbsRel=0.4396, δ1=0.4947"
logs/n3_train/exp226_n3mssh_dw2_lr1e3_lsh0.3.log,log,pre-radial era artifact for exp226,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0845, AbsRel=0.4396, δ1=0.4947"
logs/n3_test/exp226_n3mssh_dw2_lr1e3_lsh0.3_test.log,log,pre-radial era artifact for exp226,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0845, AbsRel=0.4396, δ1=0.4947"
logs/summary_train/exp20_crossattn_lr5e4_fw0.2.log,log,pre-radial era artifact for exp20,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0850, AbsRel=0.4735, δ1=0.4931"
logs/summary_test/exp20_crossattn_lr5e4_fw0.2_test.log,log,pre-radial era artifact for exp20,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0850, AbsRel=0.4735, δ1=0.4931"
results/echodiffusion_soundspaces_BS8_Lr0.0001_AdamW_exp125_echodiff_wav2vec_lr1e4_bs8,result,pre-radial era artifact for exp125,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0852, AbsRel=0.4750, δ1=0.4994"
logs/summary_train/exp125_echodiff_wav2vec_lr1e4_bs8.log,log,pre-radial era artifact for exp125,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0852, AbsRel=0.4750, δ1=0.4994"
logs/summary_test/exp125_echodiff_wav2vec_lr1e4_bs8_test.log,log,pre-radial era artifact for exp125,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0852, AbsRel=0.4750, δ1=0.4994"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp215_n3eattn_distill_lkd0.5,checkpoint,pre-radial era artifact for exp215,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0853, AbsRel=0.4288, δ1=0.4943"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp215_n3eattn_distill_lkd0.5,result,pre-radial era artifact for exp215,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0853, AbsRel=0.4288, δ1=0.4943"
logs/n3_train/exp215_n3eattn_distill_lkd0.5.log,log,pre-radial era artifact for exp215,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0853, AbsRel=0.4288, δ1=0.4943"
logs/n3_test/exp215_n3eattn_distill_lkd0.5_test.log,log,pre-radial era artifact for exp215,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0853, AbsRel=0.4288, δ1=0.4943"
logs/summary_train/exp120_foa_lr5e4_fw0.05_hw0.1_freeze5.log,log,pre-radial era artifact for exp120,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0858, AbsRel=0.4568, δ1=0.4884"
logs/summary_test/exp120_foa_lr5e4_fw0.05_hw0.1_freeze5_test.log,log,pre-radial era artifact for exp120,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0858, AbsRel=0.4568, δ1=0.4884"
logs/summary_train/exp50_foa_lr1e3_dw1.0_fw0.1_hw0.1_freeze5.log,log,pre-radial era artifact for exp50,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0858, AbsRel=0.4691, δ1=0.4860"
logs/summary_test/exp50_foa_lr1e3_dw1.0_fw0.1_hw0.1_freeze5_test.log,log,pre-radial era artifact for exp50,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0858, AbsRel=0.4691, δ1=0.4860"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp173_n3eattn_lr5e4_lsh0.1,result,pre-radial era artifact for exp173,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0859, AbsRel=0.4511, δ1=0.4866"
logs/summary_train/exp173_n3eattn_lr5e4_lsh0.1.log,log,pre-radial era artifact for exp173,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0859, AbsRel=0.4511, δ1=0.4866"
logs/summary_test/exp173_n3eattn_lr5e4_lsh0.1_test.log,log,pre-radial era artifact for exp173,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0859, AbsRel=0.4511, δ1=0.4866"
checkpoints/pretrained_vit_foa_v6_eattn_soundspaces_BS32_Lr0.0001_AdamW_exp216_pvit_eattn_lr1e4_lsh0.1,checkpoint,pre-radial era artifact for exp216,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0863, AbsRel=0.4639, δ1=0.4974"
results/pretrained_vit_foa_v6_eattn_soundspaces_BS32_Lr0.0001_AdamW_exp216_pvit_eattn_lr1e4_lsh0.1,result,pre-radial era artifact for exp216,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0863, AbsRel=0.4639, δ1=0.4974"
logs/n3_train/exp216_pvit_eattn_lr1e4_lsh0.1.log,log,pre-radial era artifact for exp216,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0863, AbsRel=0.4639, δ1=0.4974"
logs/n3_test/exp216_pvit_eattn_lr1e4_lsh0.1_test.log,log,pre-radial era artifact for exp216,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0863, AbsRel=0.4639, δ1=0.4974"
logs/summary_train/exp96_foa_lr2e4_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp96,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0866, AbsRel=0.4752, δ1=0.4929"
logs/summary_test/exp96_foa_lr2e4_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp96,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0866, AbsRel=0.4752, δ1=0.4929"
logs/summary_train/exp23_featbank_lr1e4_fw0.1.log,log,pre-radial era artifact for exp23,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0869, AbsRel=0.4913, δ1=0.4977"
logs/summary_test/exp23_featbank_lr1e4_fw0.1_test.log,log,pre-radial era artifact for exp23,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0869, AbsRel=0.4913, δ1=0.4977"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp214_n3eattn_sh9_lr1e3_lsh0.1,checkpoint,pre-radial era artifact for exp214,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0870, AbsRel=0.4373, δ1=0.4954"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp214_n3eattn_sh9_lr1e3_lsh0.1,result,pre-radial era artifact for exp214,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0870, AbsRel=0.4373, δ1=0.4954"
logs/n3_train/exp214_n3eattn_sh9_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp214,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0870, AbsRel=0.4373, δ1=0.4954"
logs/n3_test/exp214_n3eattn_sh9_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp214,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0870, AbsRel=0.4373, δ1=0.4954"
logs/summary_train/exp44_foa_lr5e4_dw1.0_fw0.1_hw0.2.log,log,pre-radial era artifact for exp44,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0871, AbsRel=0.4781, δ1=0.4986"
logs/summary_test/exp44_foa_lr5e4_dw1.0_fw0.1_hw0.2_test.log,log,pre-radial era artifact for exp44,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0871, AbsRel=0.4781, δ1=0.4986"
logs/summary_train/exp109_foa_lr1e3_dw1.0_fw0.2_hw0.2_freeze5.log,log,pre-radial era artifact for exp109,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0873, AbsRel=0.4889, δ1=0.4923"
logs/summary_test/exp109_foa_lr1e3_dw1.0_fw0.2_hw0.2_freeze5_test.log,log,pre-radial era artifact for exp109,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0873, AbsRel=0.4889, δ1=0.4923"
results/unet_256_soundspaces_BS128_Lr0.0005_AdamW_exp188_n2_6ch_lr5e4_lsh0.1,result,pre-radial era artifact for exp188,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0875, AbsRel=0.4444, δ1=0.4983"
logs/n2_train/exp188_n2_6ch_lr5e4_lsh0.1.log,log,pre-radial era artifact for exp188,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0875, AbsRel=0.4444, δ1=0.4983"
logs/n2_test/exp188_n2_6ch_lr5e4_lsh0.1_test.log,log,pre-radial era artifact for exp188,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0875, AbsRel=0.4444, δ1=0.4983"
logs/summary_train/exp41_foa_lr1e3_dw1.0_fw0.2_hw0.1.log,log,pre-radial era artifact for exp41,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0875, AbsRel=0.4568, δ1=0.4900"
logs/summary_test/exp41_foa_lr1e3_dw1.0_fw0.2_hw0.1_test.log,log,pre-radial era artifact for exp41,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0875, AbsRel=0.4568, δ1=0.4900"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp170_n3mssh_lr5e4_lsh0.1,result,pre-radial era artifact for exp170,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0878, AbsRel=0.4676, δ1=0.4985"
logs/summary_train/exp170_n3mssh_lr5e4_lsh0.1.log,log,pre-radial era artifact for exp170,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0878, AbsRel=0.4676, δ1=0.4985"
logs/summary_test/exp170_n3mssh_lr5e4_lsh0.1_test.log,log,pre-radial era artifact for exp170,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0878, AbsRel=0.4676, δ1=0.4985"
logs/summary_train/exp16_crossattn_lr1e3_fw0.1.log,log,pre-radial era artifact for exp16,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0880, AbsRel=0.4570, δ1=0.4958"
logs/summary_test/exp16_crossattn_lr1e3_fw0.1_test.log,log,pre-radial era artifact for exp16,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0880, AbsRel=0.4570, δ1=0.4958"
logs/summary_train/exp51_foa_lr1e3_dw1.0_fw0.1_hw0.1_freeze10.log,log,pre-radial era artifact for exp51,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0881, AbsRel=0.4839, δ1=0.4913"
logs/summary_test/exp51_foa_lr1e3_dw1.0_fw0.1_hw0.1_freeze10_test.log,log,pre-radial era artifact for exp51,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0881, AbsRel=0.4839, δ1=0.4913"
logs/summary_train/exp105_foa_lr1e3_fw0.3_hw0.1.log,log,pre-radial era artifact for exp105,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0884, AbsRel=0.4638, δ1=0.4940"
logs/summary_test/exp105_foa_lr1e3_fw0.3_hw0.1_test.log,log,pre-radial era artifact for exp105,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0884, AbsRel=0.4638, δ1=0.4940"
logs/summary_train/exp36_foa_lr1e3_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp36,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0884, AbsRel=0.4850, δ1=0.4943"
logs/summary_test/exp36_foa_lr1e3_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp36,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0884, AbsRel=0.4850, δ1=0.4943"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp186_n3eattn_lr1e3_lsh0.5,result,pre-radial era artifact for exp186,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0885, AbsRel=0.4504, δ1=0.4893"
logs/summary_train/exp186_n3eattn_lr1e3_lsh0.5.log,log,pre-radial era artifact for exp186,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0885, AbsRel=0.4504, δ1=0.4893"
logs/summary_test/exp186_n3eattn_lr1e3_lsh0.5_test.log,log,pre-radial era artifact for exp186,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0885, AbsRel=0.4504, δ1=0.4893"
logs/summary_train/exp48_foa_lr1e3_dw1.0_fw0.05_hw0.1.log,log,pre-radial era artifact for exp48,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0886, AbsRel=0.4625, δ1=0.4920"
logs/summary_test/exp48_foa_lr1e3_dw1.0_fw0.05_hw0.1_test.log,log,pre-radial era artifact for exp48,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0886, AbsRel=0.4625, δ1=0.4920"
logs/summary_train/exp56_foav2_lr1e3_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0886, AbsRel=0.4672, δ1=0.4905"
logs/summary_train/exp56_resnet_lr1e4_bs32.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0886, AbsRel=0.4672, δ1=0.4905"
logs/summary_test/exp56_foav2_lr1e3_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0886, AbsRel=0.4672, δ1=0.4905"
logs/summary_test/exp56_resnet_lr1e4_bs32_test.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0886, AbsRel=0.4672, δ1=0.4905"
logs/summary_train/exp40_foa_lr5e4_bs16_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp40,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0888, AbsRel=0.4693, δ1=0.4962"
logs/summary_test/exp40_foa_lr5e4_bs16_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp40,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0888, AbsRel=0.4693, δ1=0.4962"
logs/summary_train/exp99_foa_lr1e3_dw1.5_fw0.1_hw0.1.log,log,pre-radial era artifact for exp99,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0888, AbsRel=0.4748, δ1=0.5034"
logs/summary_test/exp99_foa_lr1e3_dw1.5_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp99,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0888, AbsRel=0.4748, δ1=0.5034"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp184_v1base_lr1e3_lsh0.1,result,pre-radial era artifact for exp184,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0889, AbsRel=0.4836, δ1=0.4939"
logs/summary_train/exp184_v1base_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp184,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0889, AbsRel=0.4836, δ1=0.4939"
logs/summary_test/exp184_v1base_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp184,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0889, AbsRel=0.4836, δ1=0.4939"
checkpoints/echodiffusion_soundspaces_BS16_Lr0.0001_AdamW_exp121_echodiff_wav2vec_lr1e4_bs16,checkpoint,pre-radial era artifact for exp121,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0892, AbsRel=0.4485, δ1=0.4887"
results/echodiffusion_soundspaces_BS16_Lr0.0001_AdamW_exp121_echodiff_wav2vec_lr1e4_bs16,result,pre-radial era artifact for exp121,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0892, AbsRel=0.4485, δ1=0.4887"
logs/summary_train/exp121_echodiff_wav2vec_lr1e4_bs16.log,log,pre-radial era artifact for exp121,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0892, AbsRel=0.4485, δ1=0.4887"
logs/summary_test/exp121_echodiff_wav2vec_lr1e4_bs16_test.log,log,pre-radial era artifact for exp121,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0892, AbsRel=0.4485, δ1=0.4887"
logs/summary_train/exp72_batvision_lr5e4_bs32.log,log,pre-radial era artifact for exp72,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0893, AbsRel=0.4552, δ1=0.4894"
logs/summary_test/exp72_batvision_lr5e4_bs32_test.log,log,pre-radial era artifact for exp72,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0893, AbsRel=0.4552, δ1=0.4894"
logs/summary_train/exp03_baseline_lr1e4_bs32.log,log,pre-radial era artifact for exp03,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0894, AbsRel=0.4295, δ1=0.4934"
logs/summary_test/exp03_baseline_lr1e4_bs32_test.log,log,pre-radial era artifact for exp03,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0894, AbsRel=0.4295, δ1=0.4934"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp227_n3mssh_eattn_lr1e3_lsh0.3,checkpoint,pre-radial era artifact for exp227,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0895, AbsRel=0.4331, δ1=0.5008"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp227_n3mssh_eattn_lr1e3_lsh0.3,result,pre-radial era artifact for exp227,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0895, AbsRel=0.4331, δ1=0.5008"
logs/n3_train/exp227_n3mssh_eattn_lr1e3_lsh0.3.log,log,pre-radial era artifact for exp227,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0895, AbsRel=0.4331, δ1=0.5008"
logs/n3_test/exp227_n3mssh_eattn_lr1e3_lsh0.3_test.log,log,pre-radial era artifact for exp227,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0895, AbsRel=0.4331, δ1=0.5008"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp228_n3mssh_eattn_lenergy_lr1e3_lsh0.1,checkpoint,pre-radial era artifact for exp228,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0898, AbsRel=0.4332, δ1=0.4964"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp228_n3mssh_eattn_lenergy_lr1e3_lsh0.1,result,pre-radial era artifact for exp228,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0898, AbsRel=0.4332, δ1=0.4964"
logs/n3_train/exp228_n3mssh_eattn_lenergy_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp228,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0898, AbsRel=0.4332, δ1=0.4964"
logs/n3_test/exp228_n3mssh_eattn_lenergy_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp228,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0898, AbsRel=0.4332, δ1=0.4964"
logs/summary_train/exp117_foa_lr2e4_dw1.0_fw0.2_hw0.2.log,log,pre-radial era artifact for exp117,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0899, AbsRel=0.4742, δ1=0.4908"
logs/summary_test/exp117_foa_lr2e4_dw1.0_fw0.2_hw0.2_test.log,log,pre-radial era artifact for exp117,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0899, AbsRel=0.4742, δ1=0.4908"
logs/summary_train/exp27_msattn_lr5e4_fw0.1.log,log,pre-radial era artifact for exp27,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0901, AbsRel=0.4483, δ1=0.4913"
